0 0.0 0.0
1 0.0 176.4
2 0.0 352.8
3 0.0 529.2
4 0.0 705.6
5 0.0 882.0
6 0.0 1058.4
7 0.0 1234.8
8 0.0 1411.2
9 0.0 1587.6
10 0.0 1764.0
11 176.4 0.0
12 176.4 176.4
13 176.4 352.8
14 176.4 529.2
15 176.4 705.6
16 176.4 882.0
17 176.4 1058.4
18 176.4 1234.8
19 176.4 1411.2
20 176.4 1587.6
21 176.4 1764.0
22 352.8 0.0
23 352.8 176.4
24 352.8 352.8
25 352.8 529.2
26 352.8 705.6
27 352.8 882.0
28 352.8 1058.4
29 352.8 1234.8
30 352.8 1411.2
31 352.8 1587.6
32 352.8 1764.0
33 529.2 0.0
34 529.2 176.4
35 529.2 352.8
36 529.2 529.2
37 529.2 705.6
38 529.2 882.0
39 529.2 1058.4
40 529.2 1234.8
41 529.2 1411.2
42 529.2 1587.6
43 529.2 1764.0
44 705.6 0.0
45 705.6 176.4
46 705.6 352.8
47 705.6 529.2
48 705.6 705.6
49 705.6 882.0
50 705.6 1058.4
51 705.6 1234.8
52 705.6 1411.2
53 705.6 1587.6
54 705.6 1764.0
55 882.0 0.0
56 882.0 176.4
57 882.0 352.8
58 882.0 529.2
59 882.0 705.6
60 882.0 882.0
61 882.0 1058.4
62 882.0 1234.8
63 882.0 1411.2
64 882.0 1587.6
65 882.0 1764.0
66 1058.4 0.0
67 1058.4 176.4
68 1058.4 352.8
69 1058.4 529.2
70 1058.4 705.6
71 1058.4 882.0
72 1058.4 1058.4
73 1058.4 1234.8
74 1058.4 1411.2
75 1058.4 1587.6
76 1058.4 1764.0
77 1234.8 0.0
78 1234.8 176.4
79 1234.8 352.8
80 1234.8 529.2
81 1234.8 705.6
82 1234.8 882.0
83 1234.8 1058.4
84 1234.8 1234.8
85 1234.8 1411.2
86 1234.8 1587.6
87 1234.8 1764.0
88 1411.2 0.0
89 1411.2 176.4
90 1411.2 352.8
91 1411.2 529.2
92 1411.2 705.6
93 1411.2 882.0
94 1411.2 1058.4
95 1411.2 1234.8
96 1411.2 1411.2
97 1411.2 1587.6
98 1411.2 1764.0
99 1587.6 0.0
100 1587.6 176.4
101 1587.6 352.8
102 1587.6 529.2
103 1587.6 705.6
104 1587.6 882.0
105 1587.6 1058.4
106 1587.6 1234.8
107 1587.6 1411.2
108 1587.6 1587.6
109 1587.6 1764.0
110 1764.0 0.0
111 1764.0 176.4
112 1764.0 352.8
113 1764.0 529.2
114 1764.0 705.6
115 1764.0 882.0
116 1764.0 1058.4
117 1764.0 1234.8
118 1764.0 1411.2
119 1764.0 1587.6
120 1764.0 1764.0
